layer,condition,item_id,anchor_score
1,clean,science_001,-0.08909764885902405
1,clean,science_002,0.0048905955627560616
1,clean,science_003,-0.420623779296875
1,clean,science_004,-0.20932193100452423
1,no_anchor_context,math_001,0.36776652932167053
1,no_anchor_context,math_002,0.36262720823287964
1,no_anchor_context,math_003,0.32986485958099365
1,no_anchor_context,math_004,0.35473668575286865
1,no_anchor_context,math_005,0.3831028342247009
1,no_anchor_context,math_006,0.387387216091156
1,no_anchor_context,math_007,0.5186886787414551
1,no_anchor_context,math_008,0.431527316570282
1,no_anchor_context,math_009,0.3856903612613678
1,no_anchor_context,math_010,0.39167457818984985
1,no_anchor_context,math_011,0.37254539132118225
1,no_anchor_context,math_012,0.5351493954658508
1,no_anchor_context,math_013,0.4647420644760132
1,no_anchor_context,math_014,0.2934100031852722
1,no_anchor_context,math_015,0.28634899854660034
1,no_anchor_context,logic_001,0.08815568685531616
1,no_anchor_context,logic_002,-0.08717989176511765
1,no_anchor_context,logic_003,0.11532964557409286
1,no_anchor_context,logic_004,0.1739932894706726
1,no_anchor_context,logic_005,0.07356375455856323
1,no_anchor_context,logic_006,-0.00035932334139943123
1,no_anchor_context,reading_001,0.3184489607810974
1,no_anchor_context,reading_002,0.2348860800266266
1,no_anchor_context,reading_003,0.37031787633895874
1,no_anchor_context,reading_004,0.186868354678154
1,no_anchor_context,reading_005,0.3496306240558624
1,no_anchor_context,science_001,0.24992892146110535
1,no_anchor_context,science_002,0.328508585691452
1,no_anchor_context,science_003,-0.14724668860435486
1,no_anchor_context,science_004,0.16189607977867126
1,low_anchor,math_001,0.3912261724472046
1,low_anchor,math_002,0.38631343841552734
1,low_anchor,math_003,0.3393213450908661
1,low_anchor,math_004,0.377606064081192
1,low_anchor,math_005,0.4452663064002991
1,low_anchor,math_006,0.4496038556098938
1,low_anchor,math_007,0.5298783779144287
1,low_anchor,math_008,0.43294161558151245
1,low_anchor,math_009,0.3911053538322449
1,low_anchor,math_010,0.45528334379196167
1,low_anchor,math_011,0.41599041223526
1,low_anchor,math_012,0.5740325450897217
1,low_anchor,math_013,0.531342625617981
1,low_anchor,math_014,0.3018156588077545
1,low_anchor,math_015,0.2949252426624298
1,low_anchor,logic_001,0.0700066089630127
1,low_anchor,logic_002,-0.07732318341732025
1,low_anchor,logic_003,0.11723470687866211
1,low_anchor,logic_004,0.17551222443580627
1,low_anchor,logic_005,0.07693205773830414
1,low_anchor,logic_006,0.008615558035671711
1,low_anchor,reading_001,0.34299135208129883
1,low_anchor,reading_002,0.23800328373908997
1,low_anchor,reading_003,0.39159730076789856
1,low_anchor,reading_004,0.19348397850990295
1,low_anchor,reading_005,0.36388087272644043
1,low_anchor,science_001,0.27453458309173584
1,low_anchor,science_002,0.37955257296562195
1,low_anchor,science_003,-0.08276767283678055
1,low_anchor,science_004,0.1710624247789383
1,mid_anchor,math_001,0.39526501297950745
1,mid_anchor,math_002,0.390341579914093
1,mid_anchor,math_003,0.34332674741744995
1,mid_anchor,math_004,0.3816850781440735
1,mid_anchor,math_005,0.4487065076828003
1,mid_anchor,math_006,0.4530826807022095
1,mid_anchor,math_007,0.5328074097633362
1,mid_anchor,math_008,0.4356575012207031
1,mid_anchor,math_009,0.39362823963165283
1,mid_anchor,math_010,0.45878154039382935
1,mid_anchor,math_011,0.419841468334198
1,mid_anchor,math_012,0.5767464637756348
1,mid_anchor,math_013,0.5341966152191162
1,mid_anchor,math_014,0.3058514893054962
1,mid_anchor,math_015,0.29895585775375366
1,mid_anchor,logic_001,0.07170559465885162
1,mid_anchor,logic_002,-0.07427176833152771
1,mid_anchor,logic_003,0.11997289955615997
1,mid_anchor,logic_004,0.17839080095291138
1,mid_anchor,logic_005,0.07848243415355682
1,mid_anchor,logic_006,0.011690045706927776
1,mid_anchor,reading_001,0.3443034887313843
1,mid_anchor,reading_002,0.24077972769737244
1,mid_anchor,reading_003,0.3928191661834717
1,mid_anchor,reading_004,0.19597166776657104
1,mid_anchor,reading_005,0.3653525710105896
1,mid_anchor,science_001,0.27875664830207825
1,mid_anchor,science_002,0.3837469518184662
1,mid_anchor,science_003,-0.07979363203048706
1,mid_anchor,science_004,0.1750480830669403
1,high_anchor,math_001,0.3978009819984436
1,high_anchor,math_002,0.3928767442703247
1,high_anchor,math_003,0.34569668769836426
1,high_anchor,math_004,0.3843255937099457
1,high_anchor,math_005,0.4512506127357483
1,high_anchor,math_006,0.45567017793655396
1,high_anchor,math_007,0.5338574647903442
1,high_anchor,math_008,0.4355122447013855
1,high_anchor,math_009,0.394147664308548
1,high_anchor,math_010,0.4614061117172241
1,high_anchor,math_011,0.4226019084453583
1,high_anchor,math_012,0.577926754951477
1,high_anchor,math_013,0.5362693667411804
1,high_anchor,math_014,0.3081086277961731
1,high_anchor,math_015,0.30120664834976196
1,high_anchor,logic_001,0.07321100682020187
1,high_anchor,logic_002,-0.07296282798051834
1,high_anchor,logic_003,0.1197112649679184
1,high_anchor,logic_004,0.17979854345321655
1,high_anchor,logic_005,0.08001095056533813
1,high_anchor,logic_006,0.013033417984843254
1,high_anchor,reading_001,0.34520524740219116
1,high_anchor,reading_002,0.24225467443466187
1,high_anchor,reading_003,0.3939831852912903
1,high_anchor,reading_004,0.19729796051979065
1,high_anchor,reading_005,0.3663375973701477
1,high_anchor,science_001,0.28169089555740356
1,high_anchor,science_002,0.3858617842197418
1,high_anchor,science_003,-0.07774074375629425
1,high_anchor,science_004,0.17740067839622498
2,clean,math_001,-0.521595299243927
2,clean,math_002,-0.49196314811706543
2,clean,math_003,-0.5146815776824951
2,clean,math_004,-0.48258960247039795
2,clean,math_005,-0.4813067615032196
2,clean,math_006,-0.4609660804271698
2,clean,math_007,-0.2929106056690216
2,clean,math_008,-0.41030246019363403
2,clean,math_009,-0.441241979598999
2,clean,math_010,-0.44939738512039185
2,clean,math_011,-0.38479137420654297
2,clean,math_012,-0.12047569453716278
2,clean,math_013,-0.18728283047676086
2,clean,math_014,-0.6347072720527649
2,clean,math_015,-0.642304539680481
2,clean,logic_001,0.43009141087532043
2,clean,logic_002,0.02137119323015213
2,clean,logic_003,0.2934662997722626
2,clean,logic_004,0.22119832038879395
2,clean,logic_005,0.38630667328834534
2,clean,logic_006,0.05970127508044243
2,clean,reading_001,0.9848538041114807
2,clean,reading_002,0.6395184397697449
2,clean,reading_003,0.8205002546310425
2,clean,reading_004,1.006282925605774
2,clean,reading_005,1.3983603715896606
2,clean,science_001,-0.06631313264369965
2,clean,science_002,0.074949249625206
2,clean,science_003,0.09625440090894699
2,clean,science_004,0.14997676014900208
2,no_anchor_context,math_001,0.3259027600288391
2,no_anchor_context,math_002,0.36123496294021606
2,no_anchor_context,math_003,0.3370780944824219
2,no_anchor_context,math_004,0.36611682176589966
2,no_anchor_context,math_005,0.30774039030075073
2,no_anchor_context,math_006,0.3289439082145691
2,no_anchor_context,math_007,0.39610755443573
2,no_anchor_context,math_008,0.32402926683425903
2,no_anchor_context,math_009,0.28815168142318726
2,no_anchor_context,math_010,0.35137027502059937
2,no_anchor_context,math_011,0.4339286684989929
2,no_anchor_context,math_012,0.532252311706543
2,no_anchor_context,math_013,0.48060670495033264
2,no_anchor_context,math_014,0.1792530119419098
2,no_anchor_context,math_015,0.17502211034297943
2,no_anchor_context,logic_001,0.997826874256134
2,no_anchor_context,logic_002,0.70743727684021
2,no_anchor_context,logic_003,0.9785866737365723
2,no_anchor_context,logic_004,0.8772541880607605
2,no_anchor_context,logic_005,0.9721516966819763
2,no_anchor_context,logic_006,0.719071626663208
2,no_anchor_context,reading_001,1.439330816268921
2,no_anchor_context,reading_002,1.2545337677001953
2,no_anchor_context,reading_003,1.3090500831604004
2,no_anchor_context,reading_004,1.5900747776031494
2,no_anchor_context,reading_005,1.927649736404419
2,no_anchor_context,science_001,0.6722105741500854
2,no_anchor_context,science_002,0.8669359683990479
2,no_anchor_context,science_003,0.9154866933822632
2,no_anchor_context,science_004,0.9133217930793762
2,low_anchor,math_001,0.4389195442199707
2,low_anchor,math_002,0.4671635329723358
2,low_anchor,math_003,0.43212977051734924
2,low_anchor,math_004,0.47645336389541626
2,low_anchor,math_005,0.44910863041877747
2,low_anchor,math_006,0.4712269902229309
2,low_anchor,math_007,0.48824208974838257
2,low_anchor,math_008,0.36441951990127563
2,low_anchor,math_009,0.3352670669555664
2,low_anchor,math_010,0.4933565855026245
2,low_anchor,math_011,0.5520678758621216
2,low_anchor,math_012,0.6484938859939575
2,low_anchor,math_013,0.5977914333343506
2,low_anchor,math_014,0.26721903681755066
2,low_anchor,math_015,0.2620302140712738
2,low_anchor,logic_001,1.1255054473876953
2,low_anchor,logic_002,0.7390444278717041
2,low_anchor,logic_003,0.9906986951828003
2,low_anchor,logic_004,0.8550266027450562
2,low_anchor,logic_005,1.1061739921569824
2,low_anchor,logic_006,0.7403227090835571
2,low_anchor,reading_001,1.4943615198135376
2,low_anchor,reading_002,1.2322463989257812
2,low_anchor,reading_003,1.3787047863006592
2,low_anchor,reading_004,1.5517113208770752
2,low_anchor,reading_005,1.8608379364013672
2,low_anchor,science_001,0.7390508055686951
2,low_anchor,science_002,0.8981363773345947
2,low_anchor,science_003,1.0126450061798096
2,low_anchor,science_004,0.9329524040222168
2,mid_anchor,math_001,0.44690218567848206
2,mid_anchor,math_002,0.47540903091430664
2,mid_anchor,math_003,0.440776526927948
2,mid_anchor,math_004,0.4852884113788605
2,mid_anchor,math_005,0.45638495683670044
2,mid_anchor,math_006,0.4789462983608246
2,mid_anchor,math_007,0.494078129529953
2,mid_anchor,math_008,0.37067461013793945
2,mid_anchor,math_009,0.34135645627975464
2,mid_anchor,math_010,0.501009464263916
2,mid_anchor,math_011,0.5602017045021057
2,mid_anchor,math_012,0.6555219888687134
2,mid_anchor,math_013,0.6046289205551147
2,mid_anchor,math_014,0.2753717601299286
2,mid_anchor,math_015,0.2704044580459595
2,mid_anchor,logic_001,1.1300230026245117
2,mid_anchor,logic_002,0.7439123392105103
2,mid_anchor,logic_003,0.9948447942733765
2,mid_anchor,logic_004,0.8611326217651367
2,mid_anchor,logic_005,1.1099951267242432
2,mid_anchor,logic_006,0.7452510595321655
2,mid_anchor,reading_001,1.5012047290802002
2,mid_anchor,reading_002,1.2386620044708252
2,mid_anchor,reading_003,1.383507251739502
2,mid_anchor,reading_004,1.5579272508621216
2,mid_anchor,reading_005,1.8673655986785889
2,mid_anchor,science_001,0.7459458708763123
2,mid_anchor,science_002,0.9034055471420288
2,mid_anchor,science_003,1.019080638885498
2,mid_anchor,science_004,0.9393617510795593
2,high_anchor,math_001,0.4507163166999817
2,high_anchor,math_002,0.4786946773529053
2,high_anchor,math_003,0.44449806213378906
2,high_anchor,math_004,0.4891930818557739
2,high_anchor,math_005,0.4584410786628723
2,high_anchor,math_006,0.48104122281074524
2,high_anchor,math_007,0.4977805018424988
2,high_anchor,math_008,0.37221604585647583
2,high_anchor,math_009,0.3433062434196472
2,high_anchor,math_010,0.5035830140113831
2,high_anchor,math_011,0.563637375831604
2,high_anchor,math_012,0.6562190055847168
2,high_anchor,math_013,0.6058605909347534
2,high_anchor,math_014,0.28036588430404663
2,high_anchor,math_015,0.27362439036369324
2,high_anchor,logic_001,1.133988618850708
2,high_anchor,logic_002,0.7483584880828857
2,high_anchor,logic_003,0.9967284202575684
2,high_anchor,logic_004,0.8650205135345459
2,high_anchor,logic_005,1.114412784576416
2,high_anchor,logic_006,0.7510572671890259
2,high_anchor,reading_001,1.506512999534607
2,high_anchor,reading_002,1.2437365055084229
2,high_anchor,reading_003,1.3873704671859741
2,high_anchor,reading_004,1.561596155166626
2,high_anchor,reading_005,1.8704931735992432
2,high_anchor,science_001,0.7520772218704224
2,high_anchor,science_002,0.9069981575012207
2,high_anchor,science_003,1.0222604274749756
2,high_anchor,science_004,0.9448349475860596
3,clean,math_001,-1.6182376146316528
3,clean,math_002,-1.7190637588500977
3,clean,math_003,-1.657893419265747
3,clean,math_004,-1.5164134502410889
3,clean,math_005,-1.556295394897461
3,clean,math_006,-1.4893038272857666
3,clean,math_007,-0.9336379766464233
3,clean,math_008,-1.360274076461792
3,clean,math_009,-1.5218485593795776
3,clean,math_010,-1.4929590225219727
3,clean,math_011,-1.2539434432983398
3,clean,math_012,-0.5764523148536682
3,clean,math_013,-0.192003533244133
3,clean,math_014,-2.0787949562072754
3,clean,math_015,-2.201681137084961
3,clean,logic_001,1.905207872390747
3,clean,logic_002,2.0114526748657227
3,clean,logic_003,1.144805908203125
3,clean,logic_004,1.5696592330932617
3,clean,logic_005,1.2861500978469849
3,clean,logic_006,-0.4170367121696472
3,clean,reading_001,2.9485981464385986
3,clean,reading_002,1.9575238227844238
3,clean,reading_003,1.5663508176803589
3,clean,reading_004,3.60205340385437
3,clean,reading_005,6.318702697753906
3,clean,science_001,-1.3972266912460327
3,clean,science_002,-1.5677361488342285
3,clean,science_003,1.1204001903533936
3,clean,science_004,-0.8801038265228271
3,no_anchor_context,math_001,2.416125774383545
3,no_anchor_context,math_002,2.4175994396209717
3,no_anchor_context,math_003,2.866952896118164
3,no_anchor_context,math_004,2.671279191970825
3,no_anchor_context,math_005,2.457505702972412
3,no_anchor_context,math_006,2.426387071609497
3,no_anchor_context,math_007,2.9028594493865967
3,no_anchor_context,math_008,2.481121778488159
3,no_anchor_context,math_009,1.994842767715454
3,no_anchor_context,math_010,2.372499942779541
3,no_anchor_context,math_011,2.5407934188842773
3,no_anchor_context,math_012,3.0869505405426025
3,no_anchor_context,math_013,3.7278590202331543
3,no_anchor_context,math_014,1.8166958093643188
3,no_anchor_context,math_015,1.854520559310913
3,no_anchor_context,logic_001,6.022787094116211
3,no_anchor_context,logic_002,6.563869476318359
3,no_anchor_context,logic_003,5.321915626525879
3,no_anchor_context,logic_004,5.218079090118408
3,no_anchor_context,logic_005,4.786747932434082
3,no_anchor_context,logic_006,2.749875545501709
3,no_anchor_context,reading_001,5.928893566131592
3,no_anchor_context,reading_002,5.234123229980469
3,no_anchor_context,reading_003,5.044290542602539
3,no_anchor_context,reading_004,6.938178062438965
3,no_anchor_context,reading_005,9.222806930541992
3,no_anchor_context,science_001,2.8062996864318848
3,no_anchor_context,science_002,3.4012675285339355
3,no_anchor_context,science_003,5.894320487976074
3,no_anchor_context,science_004,3.6605515480041504
3,low_anchor,math_001,2.0538814067840576
3,low_anchor,math_002,1.98002028465271
3,low_anchor,math_003,2.416728973388672
3,low_anchor,math_004,2.1567776203155518
3,low_anchor,math_005,1.49345064163208
3,low_anchor,math_006,1.5373326539993286
3,low_anchor,math_007,1.1637897491455078
3,low_anchor,math_008,1.367315649986267
3,low_anchor,math_009,1.5744596719741821
3,low_anchor,math_010,1.5020692348480225
3,low_anchor,math_011,1.88709557056427
3,low_anchor,math_012,3.118091106414795
3,low_anchor,math_013,2.5649185180664062
3,low_anchor,math_014,1.505577564239502
3,low_anchor,math_015,1.4844685792922974
3,low_anchor,logic_001,5.421732425689697
3,low_anchor,logic_002,5.098962306976318
3,low_anchor,logic_003,3.225688934326172
3,low_anchor,logic_004,4.362586498260498
3,low_anchor,logic_005,4.357567310333252
3,low_anchor,logic_006,1.8705635070800781
3,low_anchor,reading_001,4.725309371948242
3,low_anchor,reading_002,4.453441143035889
3,low_anchor,reading_003,3.6680517196655273
3,low_anchor,reading_004,6.03758430480957
3,low_anchor,reading_005,8.161892890930176
3,low_anchor,science_001,2.0469350814819336
3,low_anchor,science_002,2.6198837757110596
3,low_anchor,science_003,4.572096347808838
3,low_anchor,science_004,3.012498140335083
3,mid_anchor,math_001,2.0815014839172363
3,mid_anchor,math_002,2.0058605670928955
3,mid_anchor,math_003,2.4495692253112793
3,mid_anchor,math_004,2.185422420501709
3,mid_anchor,math_005,1.5084922313690186
3,mid_anchor,math_006,1.5509002208709717
3,mid_anchor,math_007,1.1661436557769775
3,mid_anchor,math_008,1.3803985118865967
3,mid_anchor,math_009,1.5790828466415405
3,mid_anchor,math_010,1.5174198150634766
3,mid_anchor,math_011,1.9126641750335693
3,mid_anchor,math_012,3.1342363357543945
3,mid_anchor,math_013,2.5726542472839355
3,mid_anchor,math_014,1.524155855178833
3,mid_anchor,math_015,1.5110771656036377
3,mid_anchor,logic_001,5.420577049255371
3,mid_anchor,logic_002,5.096585273742676
3,mid_anchor,logic_003,3.2218170166015625
3,mid_anchor,logic_004,4.373198986053467
3,mid_anchor,logic_005,4.361794948577881
3,mid_anchor,logic_006,1.8713188171386719
3,mid_anchor,reading_001,4.736698150634766
3,mid_anchor,reading_002,4.461782455444336
3,mid_anchor,reading_003,3.6793742179870605
3,mid_anchor,reading_004,6.056186676025391
3,mid_anchor,reading_005,8.171757698059082
3,mid_anchor,science_001,2.0531487464904785
3,mid_anchor,science_002,2.614351272583008
3,mid_anchor,science_003,4.575995445251465
3,mid_anchor,science_004,3.0202627182006836
3,high_anchor,math_001,2.067399501800537
3,high_anchor,math_002,1.9915956258773804
3,high_anchor,math_003,2.432183027267456
3,high_anchor,math_004,2.1759254932403564
3,high_anchor,math_005,1.4917950630187988
3,high_anchor,math_006,1.5395410060882568
3,high_anchor,math_007,1.1733152866363525
3,high_anchor,math_008,1.3760452270507812
3,high_anchor,math_009,1.570742130279541
3,high_anchor,math_010,1.5024734735488892
3,high_anchor,math_011,1.8989967107772827
3,high_anchor,math_012,3.126124143600464
3,high_anchor,math_013,2.5626416206359863
3,high_anchor,math_014,1.5022741556167603
3,high_anchor,math_015,1.4989221096038818
3,high_anchor,logic_001,5.411087989807129
3,high_anchor,logic_002,5.088068962097168
3,high_anchor,logic_003,3.2229864597320557
3,high_anchor,logic_004,4.362545967102051
3,high_anchor,logic_005,4.362909317016602
3,high_anchor,logic_006,1.8772330284118652
3,high_anchor,reading_001,4.741846084594727
3,high_anchor,reading_002,4.461522579193115
3,high_anchor,reading_003,3.677034616470337
3,high_anchor,reading_004,6.046380996704102
3,high_anchor,reading_005,8.168384552001953
3,high_anchor,science_001,2.0572142601013184
3,high_anchor,science_002,2.6017580032348633
3,high_anchor,science_003,4.5501484870910645
3,high_anchor,science_004,3.02107834815979
4,clean,math_001,-1.9260635375976562
4,clean,math_002,-1.9853463172912598
4,clean,math_003,-2.010061025619507
4,clean,math_004,-1.837568998336792
4,clean,math_005,-1.953747034072876
4,clean,math_006,-1.8783371448516846
4,clean,math_007,-1.8302884101867676
4,clean,math_008,-2.1422781944274902
4,clean,math_009,-2.4367825984954834
4,clean,math_010,-1.937126874923706
4,clean,math_011,-1.8118455410003662
4,clean,math_012,-0.7884360551834106
4,clean,math_013,-0.292980432510376
4,clean,math_014,-2.5229649543762207
4,clean,math_015,-2.755635976791382
4,clean,logic_001,2.178699254989624
4,clean,logic_002,2.3883533477783203
4,clean,logic_003,1.2967529296875
4,clean,logic_004,2.1928815841674805
4,clean,logic_005,1.2957206964492798
4,clean,logic_006,-0.5651739239692688
4,clean,reading_001,3.6034345626831055
4,clean,reading_002,2.9164681434631348
4,clean,reading_003,2.7562711238861084
4,clean,reading_004,5.028467178344727
4,clean,reading_005,8.09293270111084
4,clean,science_001,-1.7428126335144043
4,clean,science_002,-1.9683881998062134
4,clean,science_003,1.6990392208099365
4,clean,science_004,-1.0631954669952393
4,no_anchor_context,math_001,3.3304643630981445
4,no_anchor_context,math_002,3.3864707946777344
4,no_anchor_context,math_003,3.8746628761291504
4,no_anchor_context,math_004,3.607628107070923
4,no_anchor_context,math_005,3.2394797801971436
4,no_anchor_context,math_006,3.1915526390075684
4,no_anchor_context,math_007,3.3662562370300293
4,no_anchor_context,math_008,3.0320611000061035
4,no_anchor_context,math_009,2.3619894981384277
4,no_anchor_context,math_010,3.0312857627868652
4,no_anchor_context,math_011,3.16158127784729
4,no_anchor_context,math_012,4.142576217651367
4,no_anchor_context,math_013,4.785651683807373
4,no_anchor_context,math_014,2.6576857566833496
4,no_anchor_context,math_015,2.6281540393829346
4,no_anchor_context,logic_001,7.2409234046936035
4,no_anchor_context,logic_002,7.9268388748168945
4,no_anchor_context,logic_003,6.6351776123046875
4,no_anchor_context,logic_004,6.870365142822266
4,no_anchor_context,logic_005,5.982295989990234
4,no_anchor_context,logic_006,3.631516456604004
4,no_anchor_context,reading_001,7.477899551391602
4,no_anchor_context,reading_002,7.042919158935547
4,no_anchor_context,reading_003,7.087608337402344
4,no_anchor_context,reading_004,9.006858825683594
4,no_anchor_context,reading_005,11.189270973205566
4,no_anchor_context,science_001,3.76159405708313
4,no_anchor_context,science_002,4.375712871551514
4,no_anchor_context,science_003,7.409483909606934
4,no_anchor_context,science_004,4.7503509521484375
4,low_anchor,math_001,2.5580813884735107
4,low_anchor,math_002,2.5342373847961426
4,low_anchor,math_003,2.9637906551361084
4,low_anchor,math_004,2.64640736579895
4,low_anchor,math_005,1.8475279808044434
4,low_anchor,math_006,1.8880146741867065
4,low_anchor,math_007,1.0088205337524414
4,low_anchor,math_008,1.4538004398345947
4,low_anchor,math_009,1.6178455352783203
4,low_anchor,math_010,1.7730709314346313
4,low_anchor,math_011,2.1038503646850586
4,low_anchor,math_012,3.858031749725342
4,low_anchor,math_013,3.1542210578918457
4,low_anchor,math_014,1.891243815422058
4,low_anchor,math_015,1.7840468883514404
4,low_anchor,logic_001,6.341823577880859
4,low_anchor,logic_002,6.112420082092285
4,low_anchor,logic_003,4.01655387878418
4,low_anchor,logic_004,5.674965858459473
4,low_anchor,logic_005,5.253153324127197
4,low_anchor,logic_006,2.3712425231933594
4,low_anchor,reading_001,5.943219184875488
4,low_anchor,reading_002,6.006242752075195
4,low_anchor,reading_003,5.313534736633301
4,low_anchor,reading_004,7.956779479980469
4,low_anchor,reading_005,10.10510540008545
4,low_anchor,science_001,2.5076770782470703
4,low_anchor,science_002,3.1102237701416016
4,low_anchor,science_003,5.7844390869140625
4,low_anchor,science_004,3.653752326965332
4,mid_anchor,math_001,2.5900917053222656
4,mid_anchor,math_002,2.5622377395629883
4,mid_anchor,math_003,3.0023975372314453
